sample_id,left,bottom,right,top,transform_a,transform_e,spatial_group_id,spatial_group_size,split,bbox_wgs84
58,-74.15686241391495,18.44699040329703,-74.14536397827823,18.45848883893376,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1568624139,18.4469904033,-74.1453639783,18.4584888389"
59,-74.15686241391495,18.441241185478663,-74.14536397827823,18.452739621115395,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1568624139,18.4412411855,-74.1453639783,18.4527396211"
60,-74.15686241391495,18.41249509638684,-74.14536397827823,18.42399353202357,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.1568624139,18.4124950964,-74.1453639783,18.4239935320"
61,-74.15686241391495,18.406745878568476,-74.14536397827823,18.418244314205207,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1568624139,18.4067458786,-74.1453639783,18.4182443142"
62,-74.15686241391495,18.40099666075011,-74.14536397827823,18.41249509638684,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1568624139,18.4009966608,-74.1453639783,18.4124950964"
63,-74.15686241391495,18.395247442931744,-74.14536397827823,18.406745878568476,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1568624139,18.3952474429,-74.1453639783,18.4067458786"
64,-74.15686241391495,18.389498225113382,-74.14536397827823,18.40099666075011,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.1568624139,18.3894982251,-74.1453639783,18.4009966608"
65,-74.15686241391495,18.383749007295016,-74.14536397827823,18.395247442931748,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1568624139,18.3837490073,-74.1453639783,18.3952474429"
66,-74.15686241391495,18.37799978947665,-74.14536397827823,18.389498225113382,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1568624139,18.3779997895,-74.1453639783,18.3894982251"
67,-74.15686241391495,18.372250571658284,-74.14536397827823,18.383749007295016,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1568624139,18.3722505717,-74.1453639783,18.3837490073"
68,-74.15686241391495,18.36650135383992,-74.14536397827823,18.37799978947665,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1568624139,18.3665013538,-74.1453639783,18.3779997895"
69,-74.15686241391495,18.35500291820319,-74.14536397827823,18.366501353839922,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1568624139,18.3550029182,-74.1453639783,18.3665013538"
70,-74.15686241391495,18.349253700384825,-74.14536397827823,18.360752136021556,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1568624139,18.3492537004,-74.1453639783,18.3607521360"
71,-74.15111319609659,18.464238056752123,-74.13961476045985,18.475736492388855,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1511131961,18.4642380568,-74.1396147605,18.4757364924"
72,-74.15111319609659,18.45848883893376,-74.13961476045985,18.469987274570492,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1511131961,18.4584888389,-74.1396147605,18.4699872746"
73,-74.15111319609659,18.452739621115395,-74.13961476045985,18.464238056752126,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1511131961,18.4527396211,-74.1396147605,18.4642380568"
74,-74.15111319609659,18.44699040329703,-74.13961476045985,18.45848883893376,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1511131961,18.4469904033,-74.1396147605,18.4584888389"
75,-74.15111319609659,18.4354919676603,-74.13961476045985,18.44699040329703,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.1511131961,18.4354919677,-74.1396147605,18.4469904033"
76,-74.15111319609659,18.429742749841935,-74.13961476045985,18.441241185478667,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1511131961,18.4297427498,-74.1396147605,18.4412411855"
77,-74.15111319609659,18.42399353202357,-74.13961476045985,18.4354919676603,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1511131961,18.4239935320,-74.1396147605,18.4354919677"
78,-74.15111319609659,18.418244314205204,-74.13961476045985,18.429742749841935,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1511131961,18.4182443142,-74.1396147605,18.4297427498"
79,-74.15111319609659,18.41249509638684,-74.13961476045985,18.42399353202357,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.1511131961,18.4124950964,-74.1396147605,18.4239935320"
80,-74.15111319609659,18.406745878568476,-74.13961476045985,18.418244314205207,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1511131961,18.4067458786,-74.1396147605,18.4182443142"
81,-74.15111319609659,18.40099666075011,-74.13961476045985,18.41249509638684,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1511131961,18.4009966608,-74.1396147605,18.4124950964"
82,-74.15111319609659,18.395247442931744,-74.13961476045985,18.406745878568476,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1511131961,18.3952474429,-74.1396147605,18.4067458786"
83,-74.15111319609659,18.389498225113382,-74.13961476045985,18.40099666075011,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.1511131961,18.3894982251,-74.1396147605,18.4009966608"
84,-74.15111319609659,18.383749007295016,-74.13961476045985,18.395247442931748,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1511131961,18.3837490073,-74.1396147605,18.3952474429"
85,-74.15111319609659,18.37799978947665,-74.13961476045985,18.389498225113382,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1511131961,18.3779997895,-74.1396147605,18.3894982251"
86,-74.15111319609659,18.372250571658284,-74.13961476045985,18.383749007295016,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1511131961,18.3722505717,-74.1396147605,18.3837490073"
87,-74.15111319609659,18.36650135383992,-74.13961476045985,18.37799978947665,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1511131961,18.3665013538,-74.1396147605,18.3779997895"
88,-74.15111319609659,18.360752136021556,-74.13961476045985,18.372250571658288,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1511131961,18.3607521360,-74.1396147605,18.3722505717"
89,-74.14536397827823,18.510231799299042,-74.13386554264149,18.521730234935774,8.98315284120114e-05,-8.983152841195546e-05,4,10,test,"-74.1453639783,18.5102317993,-74.1338655426,18.5217302349"
90,-74.14536397827823,18.50448258148068,-74.13386554264149,18.51598101711741,8.98315284120114e-05,-8.983152841195546e-05,4,10,test,"-74.1453639783,18.5044825815,-74.1338655426,18.5159810171"
91,-74.14536397827823,18.48148571020722,-74.13386554264149,18.492984145843952,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.4814857102,-74.1338655426,18.4929841458"
92,-74.14536397827823,18.475736492388855,-74.13386554264149,18.487234928025586,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.4757364924,-74.1338655426,18.4872349280"
93,-74.14536397827823,18.464238056752123,-74.13386554264149,18.475736492388855,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.4642380568,-74.1338655426,18.4757364924"
94,-74.14536397827823,18.45848883893376,-74.13386554264149,18.469987274570492,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.4584888389,-74.1338655426,18.4699872746"
95,-74.14536397827823,18.452739621115395,-74.13386554264149,18.464238056752126,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.4527396211,-74.1338655426,18.4642380568"
96,-74.14536397827823,18.44699040329703,-74.13386554264149,18.45848883893376,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.4469904033,-74.1338655426,18.4584888389"
97,-74.14536397827823,18.441241185478663,-74.13386554264149,18.452739621115395,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.4412411855,-74.1338655426,18.4527396211"
98,-74.14536397827823,18.4354919676603,-74.13386554264149,18.44699040329703,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.1453639783,18.4354919677,-74.1338655426,18.4469904033"
99,-74.14536397827823,18.429742749841935,-74.13386554264149,18.441241185478667,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.4297427498,-74.1338655426,18.4412411855"
100,-74.14536397827823,18.42399353202357,-74.13386554264149,18.4354919676603,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.4239935320,-74.1338655426,18.4354919677"
101,-74.14536397827823,18.418244314205204,-74.13386554264149,18.429742749841935,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.4182443142,-74.1338655426,18.4297427498"
102,-74.14536397827823,18.41249509638684,-74.13386554264149,18.42399353202357,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.1453639783,18.4124950964,-74.1338655426,18.4239935320"
103,-74.14536397827823,18.406745878568476,-74.13386554264149,18.418244314205207,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.4067458786,-74.1338655426,18.4182443142"
104,-74.14536397827823,18.40099666075011,-74.13386554264149,18.41249509638684,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.4009966608,-74.1338655426,18.4124950964"
105,-74.14536397827823,18.395247442931744,-74.13386554264149,18.406745878568476,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.3952474429,-74.1338655426,18.4067458786"
106,-74.14536397827823,18.389498225113382,-74.13386554264149,18.40099666075011,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.1453639783,18.3894982251,-74.1338655426,18.4009966608"
107,-74.14536397827823,18.383749007295016,-74.13386554264149,18.395247442931748,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.3837490073,-74.1338655426,18.3952474429"
108,-74.14536397827823,18.37799978947665,-74.13386554264149,18.389498225113382,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.3779997895,-74.1338655426,18.3894982251"
109,-74.14536397827823,18.372250571658284,-74.13386554264149,18.383749007295016,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.3722505717,-74.1338655426,18.3837490073"
110,-74.14536397827823,18.36650135383992,-74.13386554264149,18.37799978947665,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.3665013538,-74.1338655426,18.3779997895"
111,-74.14536397827823,18.360752136021556,-74.13386554264149,18.372250571658288,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.1453639783,18.3607521360,-74.1338655426,18.3722505717"
112,-74.14536397827823,18.303259957837906,-74.13386554264149,18.314758393474637,8.98315284120114e-05,-8.983152841195546e-05,5,9,val,"-74.1453639783,18.3032599578,-74.1338655426,18.3147583935"
113,-74.14536397827823,18.29751074001954,-74.13386554264149,18.30900917565627,8.98315284120114e-05,-8.983152841195546e-05,5,9,val,"-74.1453639783,18.2975107400,-74.1338655426,18.3090091757"
114,-74.13961476045985,18.510231799299042,-74.12811632482313,18.521730234935774,8.983152841189951e-05,-8.983152841195546e-05,4,10,test,"-74.1396147605,18.5102317993,-74.1281163248,18.5217302349"
115,-74.13961476045985,18.50448258148068,-74.12811632482313,18.51598101711741,8.983152841189951e-05,-8.983152841195546e-05,4,10,test,"-74.1396147605,18.5044825815,-74.1281163248,18.5159810171"
116,-74.13961476045985,18.48148571020722,-74.12811632482313,18.492984145843952,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1396147605,18.4814857102,-74.1281163248,18.4929841458"
117,-74.13961476045985,18.475736492388855,-74.12811632482313,18.487234928025586,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1396147605,18.4757364924,-74.1281163248,18.4872349280"
118,-74.13961476045985,18.46998727457049,-74.12811632482313,18.48148571020722,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1396147605,18.4699872746,-74.1281163248,18.4814857102"
119,-74.13961476045985,18.452739621115395,-74.12811632482313,18.464238056752126,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1396147605,18.4527396211,-74.1281163248,18.4642380568"
120,-74.13961476045985,18.44699040329703,-74.12811632482313,18.45848883893376,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1396147605,18.4469904033,-74.1281163248,18.4584888389"
121,-74.13961476045985,18.441241185478663,-74.12811632482313,18.452739621115395,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1396147605,18.4412411855,-74.1281163248,18.4527396211"
122,-74.13961476045985,18.4354919676603,-74.12811632482313,18.44699040329703,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.1396147605,18.4354919677,-74.1281163248,18.4469904033"
123,-74.13961476045985,18.418244314205204,-74.12811632482313,18.429742749841935,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1396147605,18.4182443142,-74.1281163248,18.4297427498"
124,-74.13961476045985,18.41249509638684,-74.12811632482313,18.42399353202357,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.1396147605,18.4124950964,-74.1281163248,18.4239935320"
125,-74.13961476045985,18.406745878568476,-74.12811632482313,18.418244314205207,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1396147605,18.4067458786,-74.1281163248,18.4182443142"
126,-74.13961476045985,18.40099666075011,-74.12811632482313,18.41249509638684,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1396147605,18.4009966608,-74.1281163248,18.4124950964"
127,-74.13961476045985,18.395247442931744,-74.12811632482313,18.406745878568476,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1396147605,18.3952474429,-74.1281163248,18.4067458786"
128,-74.13961476045985,18.389498225113382,-74.12811632482313,18.40099666075011,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.1396147605,18.3894982251,-74.1281163248,18.4009966608"
129,-74.13961476045985,18.383749007295016,-74.12811632482313,18.395247442931748,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1396147605,18.3837490073,-74.1281163248,18.3952474429"
130,-74.13961476045985,18.37799978947665,-74.12811632482313,18.389498225113382,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1396147605,18.3779997895,-74.1281163248,18.3894982251"
131,-74.13961476045985,18.372250571658284,-74.12811632482313,18.383749007295016,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1396147605,18.3722505717,-74.1281163248,18.3837490073"
132,-74.13961476045985,18.36650135383992,-74.12811632482313,18.37799978947665,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1396147605,18.3665013538,-74.1281163248,18.3779997895"
133,-74.13961476045985,18.34350448256646,-74.12811632482313,18.35500291820319,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1396147605,18.3435044826,-74.1281163248,18.3550029182"
134,-74.13961476045985,18.337755264748097,-74.12811632482313,18.34925370038483,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1396147605,18.3377552647,-74.1281163248,18.3492537004"
135,-74.13961476045985,18.30900917565627,-74.12811632482313,18.320507611293003,8.983152841189951e-05,-8.983152841195546e-05,5,9,val,"-74.1396147605,18.3090091757,-74.1281163248,18.3205076113"
136,-74.13961476045985,18.303259957837906,-74.12811632482313,18.314758393474637,8.983152841189951e-05,-8.983152841195546e-05,5,9,val,"-74.1396147605,18.3032599578,-74.1281163248,18.3147583935"
137,-74.13961476045985,18.29751074001954,-74.12811632482313,18.30900917565627,8.983152841189951e-05,-8.983152841195546e-05,5,9,val,"-74.1396147605,18.2975107400,-74.1281163248,18.3090091757"
138,-74.13386554264149,18.510231799299042,-74.12236710700476,18.521730234935774,8.983152841189951e-05,-8.983152841195546e-05,4,10,test,"-74.1338655426,18.5102317993,-74.1223671070,18.5217302349"
139,-74.13386554264149,18.50448258148068,-74.12236710700476,18.51598101711741,8.983152841189951e-05,-8.983152841195546e-05,4,10,test,"-74.1338655426,18.5044825815,-74.1223671070,18.5159810171"
140,-74.13386554264149,18.475736492388855,-74.12236710700476,18.487234928025586,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1338655426,18.4757364924,-74.1223671070,18.4872349280"
141,-74.13386554264149,18.46998727457049,-74.12236710700476,18.48148571020722,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.1338655426,18.4699872746,-74.1223671070,18.4814857102"
